section	metric	value	units	source_file	source_column	source_row_or_filter	rounded_display_value	notes	unit	row_or_contrast	formatted_value
"3.7.3"	"GGT p_egger_fdr"	"0.641807640891243"	"p_egger_fdr"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"p_egger_fdr"	"GGT"	"0.642"	""	NA	NA	NA
"3.7.3"	"GGT leave_one_out_sign_change"	"FALSE"	"leave_one_out_sign_change"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"leave_one_out_sign_change"	"GGT"	"FALSE"	""	NA	NA	NA
"3.7.3"	"HDL cholesterol ivw_heterogeneity_p_value"	"0"	"ivw_heterogeneity_p_value"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"ivw_heterogeneity_p_value"	"HDL cholesterol"	"0e+00"	""	NA	NA	NA
"3.7.3"	"HDL cholesterol egger_intercept"	"0.000515765596761491"	"egger_intercept"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"egger_intercept"	"HDL cholesterol"	"0.000515765596761491"	""	NA	NA	NA
"3.7.3"	"HDL cholesterol egger_intercept_p_value"	"0.0750454844854953"	"egger_intercept_p_value"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"egger_intercept_p_value"	"HDL cholesterol"	"0.075"	""	NA	NA	NA
"3.7.3"	"HDL cholesterol p_egger_fdr"	"0.134347348437527"	"p_egger_fdr"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"p_egger_fdr"	"HDL cholesterol"	"0.134"	""	NA	NA	NA
"3.7.3"	"HDL cholesterol leave_one_out_sign_change"	"FALSE"	"leave_one_out_sign_change"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"leave_one_out_sign_change"	"HDL cholesterol"	"FALSE"	""	NA	NA	NA
"3.7.3"	"LDL cholesterol ivw_heterogeneity_p_value"	"0"	"ivw_heterogeneity_p_value"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"ivw_heterogeneity_p_value"	"LDL cholesterol"	"0e+00"	""	NA	NA	NA
"3.7.3"	"LDL cholesterol egger_intercept"	"-0.000384321031990269"	"egger_intercept"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"egger_intercept"	"LDL cholesterol"	"-0.000384321031990269"	""	NA	NA	NA
"3.7.3"	"LDL cholesterol egger_intercept_p_value"	"0.270886121761464"	"egger_intercept_p_value"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"egger_intercept_p_value"	"LDL cholesterol"	"0.271"	""	NA	NA	NA
"3.7.3"	"LDL cholesterol p_egger_fdr"	"0.32606367102385"	"p_egger_fdr"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"p_egger_fdr"	"LDL cholesterol"	"0.326"	""	NA	NA	NA
"3.7.3"	"LDL cholesterol leave_one_out_sign_change"	"FALSE"	"leave_one_out_sign_change"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"leave_one_out_sign_change"	"LDL cholesterol"	"FALSE"	""	NA	NA	NA
"3.7.3"	"Triglycerides (fasting) ivw_heterogeneity_p_value"	"0"	"ivw_heterogeneity_p_value"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"ivw_heterogeneity_p_value"	"Triglycerides (fasting)"	"0e+00"	""	NA	NA	NA
"3.7.3"	"Triglycerides (fasting) egger_intercept"	"-0.001184886415553"	"egger_intercept"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"egger_intercept"	"Triglycerides (fasting)"	"-0.001184886415553"	""	NA	NA	NA
"3.7.3"	"Triglycerides (fasting) egger_intercept_p_value"	"0.00127847629143426"	"egger_intercept_p_value"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"egger_intercept_p_value"	"Triglycerides (fasting)"	"0.001"	""	NA	NA	NA
"3.7.3"	"Triglycerides (fasting) p_egger_fdr"	"0.00306834309944223"	"p_egger_fdr"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"p_egger_fdr"	"Triglycerides (fasting)"	"0.003"	""	NA	NA	NA
"3.7.3"	"Triglycerides (fasting) leave_one_out_sign_change"	"TRUE"	"leave_one_out_sign_change"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"leave_one_out_sign_change"	"Triglycerides (fasting)"	"TRUE"	""	NA	NA	NA
"3.7.3"	"Heterogeneity evidence"	"10"	"outcomes"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"heterogeneity_evidence"	"TRUE"	"10"	""	NA	NA	NA
"3.7.3"	"Egger intercept P < 0.05"	"5"	"outcomes"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"egger_intercept_p_value"	"P < 0.05"	"5"	""	NA	NA	NA
"3.7.3"	"Egger intercept FDR significant"	"5"	"outcomes"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"p_egger_fdr"	"P < 0.05"	"5"	""	NA	NA	NA
"3.7.3"	"LOO sign reversals"	"3"	"outcomes"	"results/mr/finngen/sensitivity/finngen_mr_sensitivity_summary.tsv"	"leave_one_out_sign_change"	"TRUE"	"3"	""	NA	NA	NA
"3.8.1"	"Asthma h2_obs"	"0.0423"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"Asthma"	"0.0423"	""	NA	NA	NA
"3.8.1"	"Asthma h2_se"	"0.004"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"Asthma"	"0.004"	""	NA	NA	NA
"3.8.1"	"Asthma h2_z"	"10.575"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"Asthma"	"10.58"	""	NA	NA	NA
"3.8.1"	"Asthma h2_p"	"3.89177500005416e-26"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"Asthma"	"3.89e-26"	""	NA	NA	NA
"3.8.1"	"Allergic rhinitis h2_obs"	"0.0103"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"Allergic rhinitis"	"0.0103"	""	NA	NA	NA
"3.8.1"	"Allergic rhinitis h2_se"	"0.0015"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"Allergic rhinitis"	"0.0015"	""	NA	NA	NA
"3.8.1"	"Allergic rhinitis h2_z"	"6.86666666666667"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"Allergic rhinitis"	"6.867"	""	NA	NA	NA
"3.8.1"	"Allergic rhinitis h2_p"	"6.5719386225292e-12"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"Allergic rhinitis"	"6.57e-12"	""	NA	NA	NA
"3.8.1"	"Bronchiectasis h2_obs"	"0.0028"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"Bronchiectasis"	"0.0028"	""	NA	NA	NA
"3.8.1"	"Bronchiectasis h2_se"	"0.001"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"Bronchiectasis"	"0.001"	""	NA	NA	NA
"3.8.1"	"Bronchiectasis h2_z"	"2.8"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"Bronchiectasis"	"2.8"	""	NA	NA	NA
"3.8.1"	"Bronchiectasis h2_p"	"0.00511026066085586"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"Bronchiectasis"	"0.005"	""	NA	NA	NA
"3.8.1"	"Eosinophilic disease h2_obs"	"-4e-04"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"Eosinophilic disease"	"-0.0004"	""	NA	NA	NA
"3.8.1"	"Eosinophilic disease h2_se"	"0.0013"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"Eosinophilic disease"	"0.0013"	""	NA	NA	NA
"3.8.1"	"Eosinophilic disease h2_z"	"-0.307692307692308"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"Eosinophilic disease"	"-0.3077"	""	NA	NA	NA
"3.8.1"	"Eosinophilic disease h2_p"	"0.75831647352629"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"Eosinophilic disease"	"0.758"	""	NA	NA	NA
"3.8.1"	"BMI IRN h2_obs"	"0.1828"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"BMI IRN"	"0.1828"	""	NA	NA	NA
"3.8.1"	"BMI IRN h2_se"	"0.0095"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"BMI IRN"	"0.0095"	""	NA	NA	NA
"3.8.1"	"BMI IRN h2_z"	"19.2421052631579"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"BMI IRN"	"19.24"	""	NA	NA	NA
"3.8.1"	"BMI IRN h2_p"	"1.64393887600053e-82"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"BMI IRN"	"1.64e-82"	""	NA	NA	NA
"3.8.1"	"NAFLD h2_obs"	"0.0049"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"NAFLD"	"0.0049"	""	NA	NA	NA
"3.8.1"	"NAFLD h2_se"	"0.0011"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"NAFLD"	"0.0011"	""	NA	NA	NA
"3.8.1"	"NAFLD h2_z"	"4.45454545454545"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"NAFLD"	"4.455"	""	NA	NA	NA
"3.8.1"	"NAFLD h2_p"	"8.4071117079263e-06"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"NAFLD"	"8.41e-06"	""	NA	NA	NA
"3.8.1"	"CRP h2_obs"	"0.0072"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"CRP"	"0.0072"	""	NA	NA	NA
"3.8.1"	"CRP h2_se"	"0.0018"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"CRP"	"0.0018"	""	NA	NA	NA
"3.8.1"	"CRP h2_z"	"4"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"CRP"	"4"	""	NA	NA	NA
"3.8.1"	"CRP h2_p"	"6.33424836662397e-05"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"CRP"	"6.33e-05"	""	NA	NA	NA
"3.8.1"	"ALT h2_obs"	"0.115"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"ALT"	"0.115"	""	NA	NA	NA
"3.8.1"	"ALT h2_se"	"0.03"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"ALT"	"0.03"	""	NA	NA	NA
"3.8.1"	"ALT h2_z"	"3.83333333333333"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"ALT"	"3.833"	""	NA	NA	NA
"3.8.1"	"ALT h2_p"	"0.000126418463736805"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"ALT"	"1.26e-04"	""	NA	NA	NA
"3.8.1"	"AST h2_obs"	"0.055"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"AST"	"0.055"	""	NA	NA	NA
"3.8.1"	"AST h2_se"	"0.0086"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"AST"	"0.0086"	""	NA	NA	NA
"3.8.1"	"AST h2_z"	"6.3953488372093"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"AST"	"6.395"	""	NA	NA	NA
"3.8.1"	"AST h2_p"	"1.60181239114391e-10"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"AST"	"1.6e-10"	""	NA	NA	NA
"3.8.1"	"GGT h2_obs"	"0.1188"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"GGT"	"0.1188"	""	NA	NA	NA
"3.8.1"	"GGT h2_se"	"0.0145"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"GGT"	"0.0145"	""	NA	NA	NA
"3.8.1"	"GGT h2_z"	"8.19310344827586"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"GGT"	"8.193"	""	NA	NA	NA
"3.8.1"	"GGT h2_p"	"2.54575188557671e-16"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"GGT"	"2.55e-16"	""	NA	NA	NA
"3.8.1"	"HDL cholesterol h2_obs"	"0.236"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"HDL cholesterol"	"0.236"	""	NA	NA	NA
"3.8.1"	"HDL cholesterol h2_se"	"0.0292"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"HDL cholesterol"	"0.0292"	""	NA	NA	NA
"3.8.1"	"HDL cholesterol h2_z"	"8.08219178082192"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"HDL cholesterol"	"8.082"	""	NA	NA	NA
"3.8.1"	"HDL cholesterol h2_p"	"6.3612960594676e-16"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"HDL cholesterol"	"6.36e-16"	""	NA	NA	NA
"3.8.1"	"LDL cholesterol h2_obs"	"0.0646"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"LDL cholesterol"	"0.0646"	""	NA	NA	NA
"3.8.1"	"LDL cholesterol h2_se"	"0.0127"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"LDL cholesterol"	"0.0127"	""	NA	NA	NA
"3.8.1"	"LDL cholesterol h2_z"	"5.08661417322835"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"LDL cholesterol"	"5.087"	""	NA	NA	NA
"3.8.1"	"LDL cholesterol h2_p"	"3.6451231866583e-07"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"LDL cholesterol"	"3.65e-07"	""	NA	NA	NA
"3.8.1"	"Fasting triglycerides h2_obs"	"0.1871"	"h2_obs"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"Fasting triglycerides"	"0.1871"	""	NA	NA	NA
"3.8.1"	"Fasting triglycerides h2_se"	"0.0234"	"h2_se"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_se"	"Fasting triglycerides"	"0.0234"	""	NA	NA	NA
"3.8.1"	"Fasting triglycerides h2_z"	"7.99572649572649"	"h2_z"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_z"	"Fasting triglycerides"	"7.996"	""	NA	NA	NA
"3.8.1"	"Fasting triglycerides h2_p"	"1.28812041899485e-15"	"h2_p"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_p"	"Fasting triglycerides"	"1.29e-15"	""	NA	NA	NA
"3.8.1"	"Positive h2 traits"	"12"	"traits"	"results/ldsc/qc/ldsc_h2_summary.tsv"	"h2_obs"	"> 0"	"12"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis rg"	"0.7114"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"Allergic rhinitis"	"0.7114"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis rg_se"	"0.0547"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"Allergic rhinitis"	"0.0547"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis rg_lower_95CI"	"0.604188"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"Allergic rhinitis"	"0.6042"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis rg_upper_95CI"	"0.818612"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"Allergic rhinitis"	"0.8186"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis rg_p"	"1.3027e-38"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"Allergic rhinitis"	"1.3e-38"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis p_bonferroni_12"	"1.56324e-37"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"Allergic rhinitis"	"1.56e-37"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis p_fdr_bh_11"	"1.43297e-37"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"Allergic rhinitis"	"1.43e-37"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis cross_trait_intercept"	"0.0307"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"Allergic rhinitis"	"0.0307"	""	NA	NA	NA
"3.8.2"	"Allergic rhinitis SNPs"	"1140722"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"Allergic rhinitis"	"1141000"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis rg"	"0.1474"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"Bronchiectasis"	"0.1474"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis rg_se"	"0.0911"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"Bronchiectasis"	"0.0911"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis rg_lower_95CI"	"-0.031156"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"Bronchiectasis"	"-0.03116"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis rg_upper_95CI"	"0.325956"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"Bronchiectasis"	"0.326"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis rg_p"	"0.1057"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"Bronchiectasis"	"0.106"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis p_bonferroni_12"	"1"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"Bronchiectasis"	"1"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis p_fdr_bh_11"	"0.1453375"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"Bronchiectasis"	"0.145"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis cross_trait_intercept"	"0.0136"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"Bronchiectasis"	"0.0136"	""	NA	NA	NA
"3.8.2"	"Bronchiectasis SNPs"	"1140768"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"Bronchiectasis"	"1141000"	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease rg"	NA	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease rg_se"	NA	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease rg_lower_95CI"	NA	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease rg_upper_95CI"	NA	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease rg_p"	NA	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease p_bonferroni_12"	NA	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease p_fdr_bh_11"	NA	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease cross_trait_intercept"	NA	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"Eosinophilic disease SNPs"	NA	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"Eosinophilic disease"	NA	""	NA	NA	NA
"3.8.2"	"BMI IRN rg"	"0.193"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"BMI IRN"	"0.193"	""	NA	NA	NA
"3.8.2"	"BMI IRN rg_se"	"0.0252"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"BMI IRN"	"0.0252"	""	NA	NA	NA
"3.8.2"	"BMI IRN rg_lower_95CI"	"0.143608"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"BMI IRN"	"0.1436"	""	NA	NA	NA
"3.8.2"	"BMI IRN rg_upper_95CI"	"0.242392"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"BMI IRN"	"0.2424"	""	NA	NA	NA
"3.8.2"	"BMI IRN rg_p"	"1.8007e-14"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"BMI IRN"	"1.8e-14"	""	NA	NA	NA
"3.8.2"	"BMI IRN p_bonferroni_12"	"2.16084e-13"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"BMI IRN"	"2.16e-13"	""	NA	NA	NA
"3.8.2"	"BMI IRN p_fdr_bh_11"	"9.90385e-14"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"BMI IRN"	"9.9e-14"	""	NA	NA	NA
"3.8.2"	"BMI IRN cross_trait_intercept"	"0.0018"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"BMI IRN"	"0.0018"	""	NA	NA	NA
"3.8.2"	"BMI IRN SNPs"	"1140840"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"BMI IRN"	"1141000"	""	NA	NA	NA
"3.8.2"	"NAFLD rg"	"0.2287"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"NAFLD"	"0.2287"	""	NA	NA	NA
"3.8.2"	"NAFLD rg_se"	"0.0734"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"NAFLD"	"0.0734"	""	NA	NA	NA
"3.8.2"	"NAFLD rg_lower_95CI"	"0.084836"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"NAFLD"	"0.08484"	""	NA	NA	NA
"3.8.2"	"NAFLD rg_upper_95CI"	"0.372564"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"NAFLD"	"0.3726"	""	NA	NA	NA
"3.8.2"	"NAFLD rg_p"	"0.0018"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"NAFLD"	"0.002"	""	NA	NA	NA
"3.8.2"	"NAFLD p_bonferroni_12"	"0.0216"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"NAFLD"	"0.022"	""	NA	NA	NA
"3.8.2"	"NAFLD p_fdr_bh_11"	"0.00282857142857143"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"NAFLD"	"0.003"	""	NA	NA	NA
"3.8.2"	"NAFLD cross_trait_intercept"	"-0.0028"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"NAFLD"	"-0.0028"	""	NA	NA	NA
"3.8.2"	"NAFLD SNPs"	"1140723"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"NAFLD"	"1141000"	""	NA	NA	NA
"3.8.2"	"CRP rg"	"-0.0717"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"CRP"	"-0.0717"	""	NA	NA	NA
"3.8.2"	"CRP rg_se"	"0.0635"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"CRP"	"0.0635"	""	NA	NA	NA
"3.8.2"	"CRP rg_lower_95CI"	"-0.19616"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"CRP"	"-0.1962"	""	NA	NA	NA
"3.8.2"	"CRP rg_upper_95CI"	"0.05276"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"CRP"	"0.05276"	""	NA	NA	NA
"3.8.2"	"CRP rg_p"	"0.259"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"CRP"	"0.259"	""	NA	NA	NA
"3.8.2"	"CRP p_bonferroni_12"	"1"	"p_bonferroni_12"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_bonferroni_12"	"CRP"	"1"	""	NA	NA	NA
"3.8.2"	"CRP p_fdr_bh_11"	"0.2849"	"p_fdr_bh_11"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"p_fdr_bh_11"	"CRP"	"0.285"	""	NA	NA	NA
"3.8.2"	"CRP cross_trait_intercept"	"0.0053"	"cross_trait_intercept"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"cross_trait_intercept"	"CRP"	"0.0053"	""	NA	NA	NA
"3.8.2"	"CRP SNPs"	"1140759"	"SNPs"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"SNPs"	"CRP"	"1141000"	""	NA	NA	NA
"3.8.2"	"ALT rg"	"0.134"	"rg"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg"	"ALT"	"0.134"	""	NA	NA	NA
"3.8.2"	"ALT rg_se"	"0.0276"	"rg_se"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_se"	"ALT"	"0.0276"	""	NA	NA	NA
"3.8.2"	"ALT rg_lower_95CI"	"0.079904"	"rg_lower_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_lower_95CI"	"ALT"	"0.0799"	""	NA	NA	NA
"3.8.2"	"ALT rg_upper_95CI"	"0.188096"	"rg_upper_95CI"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_upper_95CI"	"ALT"	"0.1881"	""	NA	NA	NA
"3.8.2"	"ALT rg_p"	"1.2614e-06"	"rg_p"	"results/ldsc/qc/ldsc_rg_summary.tsv"	"rg_p"	"ALT"	"1.26e-06"	""	NA	NA	NA
